大学,省份,年份,专业,最低分,最低位次,文理科
华东师范大学,湖南,2023,办学地点：普陀校区;含人力资源管理,625,547,文科
华东师范大学,湖南,2023,办学地点：普陀校区；第三,643,3260,文科
华东师范大学,湖南,2023,办学地点：闵行校区;含统计学,642,3444,文科
华东师范大学,湖南,2023,办学地点:普陀校区;含心理学,639,3974,文科
华东师范大学,湖南,2023,（双学位）（办学地点：闵行校区；与统计学进行双学士,639,3974,文科
华东师范大学,湖南,2023,办学地点：闵行校区;含生物科学,637,4365,文科
华东师范大学,湖南,2023,办学地点：闵行校区;含环境科学,637,4365,文科
华南理工大学,浙江,2024,（卓越班）,687,1379,文科
华南理工大学,浙江,2024,-,668,5498,文科
华南理工大学,浙江,2024,（智能装备与先进制造）,665,6450,文科
华南理工大学,浙江,2024,（创新班）,665,6450,文科
华南理工大学,浙江,2024,（智慧土木与数字建造）,661,7951,文科
华南理工大学,浙江,2024,（高校专项计划）,649,13344,文科
华南理工大学,北京,2024,（卓越班）,652,2976,文科
华南理工大学,北京,2024,-,648,3382,文科
华南理工大学,北京,2024,（智能装备与先进制造）,642,4108,文科
华南理工大学,北京,2024,（智慧土木与数字建造）,637,4789,文科
华南理工大学,北京,2024,（智能交通与运输）,637,4789,文科
华南理工大学,北京,2024,（创新班）,638,4633,文科
华南理工大学,上海,2024,-,576,3250,文科
华南理工大学,上海,2024,（低碳与智慧能源实验班）,573,3676,文科
华南理工大学,上海,2024,（智能装备与先进制造）,572,3846,文科
华南理工大学,广东,2024,（高校专项计划）,624,9763,文科
华南理工大学,广东,2024,（智能装备与先进制造）（高校专项计划）,623,10143,文科
华南理工大学,广东,2024,（智能交通与运输）（高校专项计划）,615,13665,文科
华南理工大学,广东,2024,（卓越班）,640,4948,文科
华南理工大学,广东,2024,（创新班）,639,5197,文科
华南理工大学,广东,2024,-,630,7668,文科
华南理工大学,广东,2024,（3+2中澳班）,622,10531,文科
华南理工大学,广东,2024,（智能装备与先进制造）,620,11351,文科
华南理工大学,广东,2024,（不招色盲色弱只招收有报考建筑学类专业志愿的考生；,617,12682,文科
华南理工大学,广东,2024,（全英创新班）,649,3014,文科
华南理工大学,广东,2024,（拔尖基地班）,643,4193,文科
华南理工大学,广东,2024,（严济慈英才班）,636,5960,文科
华南理工大学,广东,2024,（卓越法律班）,632,7062,文科
华南理工大学,广东,2024,（低碳与智慧能源实验班）,627,8676,文科
华南理工大学,广东,2024,（智能交通与运输）,616,13157,文科
华南理工大学,广东,2024,（智慧土木与数字建造）,614,14162,文科
华南理工大学,江苏,2024,（高校专项计划）,612,22221,文科
华南理工大学,江苏,2024,-,650,4770,文科
华南理工大学,江苏,2024,（智能装备与先进制造）,645,6275,文科
华南理工大学,江苏,2024,（智能交通与运输）,643,6950,文科
华南理工大学,江苏,2024,（智慧土木与数字建造）,642,7276,文科
华南理工大学,江苏,2024,（全英创新班）,653,3987,文科
华南理工大学,江苏,2024,（创新班）,653,3987,文科
华南理工大学,四川,2024,（国家专项计划）,650,4759,理科
华南理工大学,四川,2024,（智能装备与先进制造）（国家专项计划）,648,5211,理科
华南理工大学,四川,2024,（智能装备与先进制造）（高校专项计划）,648,5211,理科
华南理工大学,四川,2024,（智能交通与运输）（国家专项计划）,641,7109,理科
华南理工大学,四川,2024,（高校专项计划）,633,9672,理科
华南理工大学,四川,2024,（全英创新班）,664,2168,理科
华南理工大学,四川,2024,（卓越班）,662,2456,理科
华南理工大学,四川,2024,（创新班）,662,2456,理科
华南理工大学,四川,2024,-,659,2938,理科
华南理工大学,四川,2024,（智能装备与先进制造）,657,3312,理科
华南理工大学,四川,2024,（严济慈英才班）,656,3485,理科
华南理工大学,四川,2024,（低碳与智慧能源实验班）,655,3665,理科
华南理工大学,四川,2024,（拔尖基地班）,654,3859,理科
华南理工大学,四川,2024,（智能交通与运输）,650,4759,理科
华南理工大学,四川,2024,（智慧土木与数字建造）,648,5211,理科
华南理工大学,四川,2024,（卓越法律班）,608,796,文科
华南理工大学,四川,2024,（创新班）,604,1042,文科
华南理工大学,四川,2024,-,601,1247,文科
华南理工大学,湖北,2024,（卓越班）,643,3901,文科
华南理工大学,湖北,2024,（拔尖基地班）,642,4085,文科
华南理工大学,湖北,2024,-,641,4287,文科
华南理工大学,湖北,2024,（创新班）,641,4287,文科
华南理工大学,湖北,2024,（严济慈英才班）,640,4495,文科
华南理工大学,湖北,2024,（智能装备与先进制造）,639,4710,文科
华南理工大学,湖北,2024,（智能交通与运输）,638,4890,文科
华南理工大学,湖北,2024,（智慧土木与数字建造）,637,5099,文科
华南理工大学,湖北,2024,（智能装备与先进制造）（国家专项计划）,620,9701,文科
华南理工大学,湖北,2024,（国家专项计划）,620,9701,文科
华南理工大学,湖北,2024,（智能交通与运输）（国家专项计划）,618,10372,文科
华南理工大学,湖北,2024,（卓越法律班）,618,960,文科
华南理工大学,湖北,2024,（高校专项计划）,603,16230,文科
华南理工大学,湖北,2024,（智能交通与运输）（高校专项计划）,591,21997,文科
华南理工大学,山东,2024,（创新班）,658,2133,文科
华南理工大学,山东,2024,-,651,3221,文科
华南理工大学,山东,2024,（卓越班）,649,3565,文科
华南理工大学,山东,2024,（严济慈英才班）,647,3917,文科
华南理工大学,山东,2024,（智能装备与先进制造）,640,5429,文科
华南理工大学,山东,2024,（低碳与智慧能源实验班）,639,5694,文科
华南理工大学,山东,2024,（智能交通与运输）,635,6769,文科
华南理工大学,山东,2024,（智慧土木与数字建造）,626,9572,文科
华南理工大学,山东,2024,（高校专项计划）,602,21199,文科
华南理工大学,河南,2024,（国家专项计划）,648,4153,理科
华南理工大学,河南,2024,（智能装备与先进制造）（国家专项计划）,643,5177,理科
华南理工大学,河南,2024,（智能交通与运输）（国家专项计划）,635,7249,理科
华南理工大学,河南,2024,（智能装备与先进制造）（高校专项计划）,634,7548,理科
华南理工大学,河南,2024,（高校专项计划）,632,8139,理科
华南理工大学,河南,2024,（卓越班）,650,3784,理科
华南理工大学,河南,2024,（全英创新班）,650,3784,理科
华南理工大学,河南,2024,（创新班）,650,3784,理科
华南理工大学,河南,2024,-,647,4332,理科
华南理工大学,河南,2024,（智能装备与先进制造）,643,5177,理科
华南理工大学,河南,2024,（严济慈英才班）,640,5855,理科
华南理工大学,河南,2024,（智能交通与运输）,636,6965,理科
华南理工大学,河南,2024,（智慧土木与数字建造）,633,7831,理科
华南理工大学,河南,2024,（卓越法律班）,614,974,文科
华南理工大学,河南,2024,（创新班）,612,1108,文科
华南理工大学,河南,2024,-,608,1351,文科
华南理工大学,湖南,2024,（高校专项计划）,629,5679,文科
华南理工大学,湖南,2024,（国家专项计划）,631,5252,文科
华南理工大学,湖南,2024,（全英创新班）,653,1968,文科
华南理工大学,湖南,2024,（卓越班）,650,2302,文科
华南理工大学,湖南,2024,（创新班）,649,2434,文科
华南理工大学,湖南,2024,（拔尖基地班）,648,2537,文科
华南理工大学,湖南,2024,-,645,2895,文科
华南理工大学,湖南,2024,（严济慈英才班）,643,3159,文科
华南理工大学,湖南,2024,（低碳与智慧能源实验班）,640,3616,文科
华南理工大学,湖南,2024,（3+2中澳班）,639,3766,文科
华南理工大学,湖南,2024,（智能装备与先进制造）,636,4282,文科
华南理工大学,湖南,2024,（智慧土木与数字建造）,632,5033,文科
华南理工大学,湖南,2024,（智能交通与运输）,632,5033,文科
华南理工大学,浙江,2023,（卓越班）,669,4760,文科
华南理工大学,浙江,2023,-,668,5307,文科
华南理工大学,浙江,2023,（创新班）,665,6111,文科
华南理工大学,浙江,2023,（智能装备与先进制造）,664,6568,文科
华南理工大学,浙江,2023,（智慧土木与数字建造）,662,7257,文科
华南理工大学,北京,2023,-,645,3347,文科
华南理工大学,上海,2023,含计算机科学与技术,573,3404,文科
华南理工大学,上海,2023,含电气工程及其自动化,571,3741,文科
华南理工大学,上海,2023,-,570,3914,文科
华南理工大学,上海,2023,智能装备与先进制造方向。含机械工程,570,3914,文科
华南理工大学,上海,2023,含食品科学与工程,567,4425,文科
华南理工大学,广东,2023,-,656,2873,文科
华南理工大学,广东,2023,（高校专项）,639,7123,文科
华南理工大学,江苏,2023,-,621,1604,文科
华南理工大学,江苏,2023,报考该专业有色觉要求,656,3625,文科
华南理工大学,江苏,2023,入学后加试素描,650,5238,文科
华南理工大学,江苏,2023,（智慧土木与数字建造）,650,5238,文科
华南理工大学,江苏,2023,（智能装备与先进制造）,650,5238,文科
华南理工大学,江苏,2023,报考该专业组有色觉要求,647,6253,文科
华南理工大学,四川,2023,-,666,1854,理科
华南理工大学,四川,2023,-,600,1111,文科
华南理工大学,湖北,2023,-,649,3705,文科
华南理工大学,山东,2023,（创新班）,661,2175,文科
华南理工大学,山东,2023,计算机科学与技术,654,3217,文科
华南理工大学,山东,2023,-,653,3555,文科
华南理工大学,山东,2023,（卓越班）,653,3454,文科
华南理工大学,山东,2023,数学与应用数学,648,4434,文科
华南理工大学,山东,2023,电气工程及其自动化,648,4571,文科
华南理工大学,山东,2023,应用物理学,647,4769,文科
华南理工大学,山东,2023,自动化,647,4654,文科
华南理工大学,山东,2023,（智能装备与先进制造）,645,5237,文科
华南理工大学,山东,2023,生物工程,643,5561,文科
华南理工大学,山东,2023,高分子材料与工程,641,6139,文科
华南理工大学,山东,2023,应用化学,641,6203,文科
华南理工大学,山东,2023,（卓越全英班）,639,6839,文科
华南理工大学,山东,2023,（智慧土木与数字建造）,639,6704,文科
华南理工大学,山东,2023,（全英班）,636,7727,文科
华南理工大学,山东,2023,经济学,635,7919,文科
华南理工大学,山东,2023,环境工程,633,8352,文科
华南理工大学,山东,2023,新闻学,630,9594,文科
华南理工大学,山东,2023,食品科学与工程,630,9498,文科
华南理工大学,山东,2023,工商管理,625,11364,文科
华南理工大学,河南,2023,-,649,3414,理科
华南理工大学,河南,2023,-,633,989,文科
华南理工大学,湖南,2023,-,659,1213,文科
电子科技大学,浙江,2024,（成电英才计划拔尖创新人才实验班）,679,2538,文科
电子科技大学,浙江,2024,（国家珠峰计划拔尖人才实验班）,677,2955,文科
电子科技大学,浙江,2024,（智能金融与区块链金融双A联合学位实验班）,677,2965,文科
电子科技大学,浙江,2024,（互联网交叉复合型精英人才双学位培养计划）,676,3154,文科
电子科技大学,浙江,2024,-,673,4061,文科
电子科技大学,浙江,2024,智能仪器,669,5107,文科
电子科技大学,浙江,2024,（信息与通信）,669,5122,文科
电子科技大学,浙江,2024,（互联网交叉培养实验班）,669,5025,文科
电子科技大学,浙江,2024,（电子工程类）,668,5482,文科
电子科技大学,浙江,2024,（光电集成与光网络）,666,6072,文科
电子科技大学,浙江,2024,机器人,665,6338,文科
电子科技大学,浙江,2024,（管理与电子工程双学位培养）,661,7639,文科
电子科技大学,浙江,2024,（中外合作办学）（电子信息）,658,8820,文科
电子科技大学,浙江,2024,中外合作办学）（通信,658,8990,文科
电子科技大学,浙江,2024,（中外合作办学）,653,11206,文科
电子科技大学,北京,2024,（中外合作办学）（电子信息）,652,2976,文科
电子科技大学,北京,2024,中外合作办学）（通信,648,3382,文科
电子科技大学,北京,2024,（信息与通信）,656,2592,文科
电子科技大学,北京,2024,-,654,2776,文科
电子科技大学,北京,2024,（电子工程类）,653,2876,文科
电子科技大学,北京,2024,（管理与电子工程双学位培养）,652,2976,文科
电子科技大学,北京,2024,（国家示范性软件学院）,650,3176,文科
电子科技大学,北京,2024,（“互联网+”复合型精英人才双学位培养计划）,650,3176,文科
电子科技大学,北京,2024,（工业软件）,649,3267,文科
电子科技大学,北京,2024,（中外合作办学）（海南陵水国际教育创新区）,637,4789,文科
电子科技大学,上海,2024,信息与通信方向。含:通信工程,578,2962,文科
电子科技大学,上海,2024,电子工程类。含:电子科学与技术,578,2962,文科
电子科技大学,上海,2024,光电集成与光网络方向。含:光电信息科学与工程,577,3098,文科
电子科技大学,上海,2024,含:机器人,577,3098,文科
电子科技大学,上海,2024,管理与电子工程双学位培养。含:电子信息工程,576,3250,文科
电子科技大学,广东,2024,（中外合作办学）（电子信息）,627,8676,文科
电子科技大学,广东,2024,中外合作办学）（通信,623,10143,文科
电子科技大学,广东,2024,（“成电英才计划”拔尖创新人才实验班）,657,1874,文科
电子科技大学,广东,2024,-,650,2852,文科
电子科技大学,广东,2024,（国家示范性微电子学院）,647,3369,文科
电子科技大学,广东,2024,（信息与通信）,645,3777,文科
电子科技大学,广东,2024,（光电集成与光网络）,643,4193,文科
电子科技大学,广东,2024,机器人,643,4193,文科
电子科技大学,广东,2024,（电子工程类）,643,4193,文科
电子科技大学,广东,2024,智能仪器,641,4677,文科
电子科技大学,广东,2024,（“互联网+”复合型精英人才双学位培养计划）,641,4677,文科
电子科技大学,广东,2024,（管理与电子工程双学位培养）,640,4948,文科
电子科技大学,广东,2024,（“互联网+”培养实验班）,637,5716,文科
电子科技大学,广东,2024,（国家示范性软件学院）,637,5716,文科
电子科技大学,广东,2024,（中外合作办学）（海南陵水国际教育创新区）,618,12232,文科
电子科技大学,广东,2024,（公共管理与法律复合人才培养）,603,2695,文科
电子科技大学,江苏,2024,（中外合作办学）（电子信息）,648,5322,文科
电子科技大学,江苏,2024,中外合作办学）（通信,646,5945,文科
电子科技大学,江苏,2024,（“成电英才计划”拔尖创新人才实验班）,659,2662,文科
电子科技大学,江苏,2024,（国家示范性微电子学院）,657,3026,文科
电子科技大学,江苏,2024,-,656,3228,文科
电子科技大学,江苏,2024,（信息与通信）,656,3228,文科
电子科技大学,江苏,2024,（光电集成与光网络）,655,3476,文科
电子科技大学,江苏,2024,智能仪器,655,3476,文科
电子科技大学,江苏,2024,（电子工程类）,655,3476,文科
电子科技大学,江苏,2024,（智能无人机拔尖人才实验班）,655,3476,文科
电子科技大学,江苏,2024,（管理与电子工程双学位培养）,654,3746,文科
电子科技大学,江苏,2024,（“互联网+”培养实验班）,653,3987,文科
电子科技大学,江苏,2024,（工业软件）,652,4228,文科
电子科技大学,江苏,2024,（国家示范性软件学院）,651,4499,文科
电子科技大学,江苏,2024,（公共管理与法律复合人才培养）,616,1801,文科
电子科技大学,四川,2024,（国家“珠峰计划”拔尖人才实验班）,681,560,理科
电子科技大学,四川,2024,（“成电英才计划”拔尖创新人才实验班）,678,741,理科
电子科技大学,四川,2024,（“互联网+”复合型精英人才双学位培养计划）,673,1134,理科
电子科技大学,四川,2024,（智能金融与区块链金融“双A”联合学位实验班）,673,1134,理科
电子科技大学,四川,2024,-,669,1563,理科
电子科技大学,四川,2024,（信息与通信）,667,1786,理科
电子科技大学,四川,2024,（电子信息与物理科学复合培养）,665,2046,理科
电子科技大学,四川,2024,（电子工程类）,665,2046,理科
电子科技大学,四川,2024,（光电集成与光网络）,664,2168,理科
电子科技大学,四川,2024,机器人,664,2168,理科
电子科技大学,四川,2024,（国家示范性微电子学院）,663,2298,理科
电子科技大学,四川,2024,大数据与智能计算,663,2298,理科
电子科技大学,四川,2024,飞行器控制信息,663,2298,理科
电子科技大学,四川,2024,智能仪器,663,2298,理科
电子科技大学,四川,2024,新材料,663,2298,理科
电子科技大学,四川,2024,（电子信息与地球科学复合培养）,663,2298,理科
电子科技大学,四川,2024,（智能无人机拔尖人才实验班）,663,2298,理科
电子科技大学,四川,2024,（管理与电子工程双学位培养）,662,2456,理科
电子科技大学,四川,2024,医工交叉,662,2456,理科
电子科技大学,四川,2024,（“互联网+”培养实验班）,658,3130,理科
电子科技大学,四川,2024,（国家示范性软件学院）,651,4528,理科
电子科技大学,四川,2024,（工业软件）,650,4759,理科
电子科技大学,四川,2024,（中外合作办学）（电子信息）,637,8317,理科
电子科技大学,四川,2024,中外合作办学）（通信,633,9672,理科
电子科技大学,四川,2024,（中外合作办学）（海南陵水国际教育创新区）,624,13245,理科
电子科技大学,四川,2024,-,593,1948,文科
电子科技大学,四川,2024,（公共管理与法律复合人才培养）,590,2276,文科
电子科技大学,湖北,2024,（信息与通信）（国家专项计划）,642,4085,文科
电子科技大学,湖北,2024,（电子信息与物理科学复合培养）（国家专项计划）,639,4710,文科
电子科技大学,湖北,2024,（国家示范性微电子学院）（国家专项计划）,636,5326,文科
电子科技大学,湖北,2024,大数据与智能计算,636,5326,文科
电子科技大学,湖北,2024,（光电集成与光网络）（国家专项计划）,636,5326,文科
电子科技大学,湖北,2024,（国家专项计划）,636,5326,文科
电子科技大学,湖北,2024,（“成电英才计划”拔尖创新人才实验班）,654,2193,文科
电子科技大学,湖北,2024,（“互联网+”复合型精英人才双学位培养计划）,647,3218,文科
电子科技大学,湖北,2024,（信息与通信）,645,3532,文科
电子科技大学,湖北,2024,（国家示范性微电子学院）,644,3712,文科
电子科技大学,湖北,2024,-,644,3712,文科
电子科技大学,湖北,2024,（电子信息与地球科学复合培养）,643,3901,文科
电子科技大学,湖北,2024,（电子工程类）,643,3901,文科
电子科技大学,湖北,2024,（“互联网+”培养实验班）,642,4085,文科
电子科技大学,湖北,2024,（国家示范性软件学院）,642,4085,文科
电子科技大学,湖北,2024,（中外合作办学）（电子信息）,633,5982,文科
电子科技大学,湖北,2024,中外合作办学）（通信,632,6243,文科
电子科技大学,湖北,2024,（中外合作办学）（海南陵水国际教育创新区）,627,7659,文科
电子科技大学,湖北,2024,（公共管理与法律复合人才培养）,600,2176,文科
电子科技大学,山东,2024,（成电英才计划拔尖创新人才实验班）,664,1376,文科
电子科技大学,山东,2024,（智能金融与区块链金融双A联合学位实验班）,660,1821,文科
电子科技大学,山东,2024,（互联网交叉复合型精英人才双学位培养计划）,658,2123,文科
电子科技大学,山东,2024,-,657,2282,文科
电子科技大学,山东,2024,智能仪器,656,2300,文科
电子科技大学,山东,2024,（国家示范性微电子学院）,655,2497,文科
电子科技大学,山东,2024,（信息与通信）,655,2486,文科
电子科技大学,山东,2024,（电子信息与物理科学复合培养）,653,2801,文科
电子科技大学,山东,2024,（电子工程类）,653,2758,文科
电子科技大学,山东,2024,（光电集成与光网络）,652,3025,文科
电子科技大学,山东,2024,（智能无人机拔尖人才实验班）,651,3052,文科
电子科技大学,山东,2024,（互联网交叉培养实验班）（沙河校区）,650,3250,文科
电子科技大学,山东,2024,机器人,647,3780,文科
电子科技大学,山东,2024,（国家示范性软件学院）（沙河校区）,647,3852,文科
电子科技大学,山东,2024,（中外合作办学）（电子信息）（沙河校区）,637,6182,文科
电子科技大学,山东,2024,中外合作办学）（通信,630,8123,文科
电子科技大学,山东,2024,（沙河校区）,622,10935,文科
电子科技大学,山东,2024,（中外合作办学）（海南陵水国际教育创新区）（沙河校,617,12905,文科
电子科技大学,河南,2024,（电子工程类）,659,2405,理科
电子科技大学,河南,2024,-,658,2546,理科
电子科技大学,河南,2024,（信息与通信）,658,2546,理科
电子科技大学,河南,2024,（国家示范性微电子学院）,654,3120,理科
电子科技大学,河南,2024,（电子信息与物理科学复合培养）,653,3287,理科
电子科技大学,河南,2024,机器人,650,3784,理科
电子科技大学,河南,2024,（智能无人机拔尖人才实验班）,650,3784,理科
电子科技大学,河南,2024,飞行器控制信息,649,3955,理科
电子科技大学,河南,2024,（“互联网+”复合型精英人才双学位培养计划）,649,3955,理科
电子科技大学,河南,2024,（光电集成与光网络）,649,3955,理科
电子科技大学,河南,2024,（“互联网+”培养实验班）,649,3955,理科
电子科技大学,河南,2024,智能仪器,647,4332,理科
电子科技大学,河南,2024,（工业软件）,647,4332,理科
电子科技大学,河南,2024,（国家示范性软件学院）,646,4551,理科
电子科技大学,河南,2024,（管理与电子工程双学位培养）,645,4744,理科
电子科技大学,河南,2024,新材料,645,4744,理科
电子科技大学,河南,2024,大数据与智能计算,644,4966,理科
电子科技大学,河南,2024,（电子信息与地球科学复合培养）,644,4966,理科
电子科技大学,河南,2024,医工交叉,643,5177,理科
电子科技大学,河南,2024,（中外合作办学）（电子信息）,629,9133,理科
电子科技大学,河南,2024,中外合作办学）（通信,625,10592,理科
电子科技大学,河南,2024,（中外合作办学）（海南陵水国际教育创新区）,616,14396,理科
电子科技大学,河南,2024,（公共管理与法律复合人才培养）,596,2393,文科
电子科技大学,河南,2024,-,594,2620,文科
电子科技大学,湖南,2024,公共管理与法律复合人才培养）（包含行政管理,605,1605,文科
电子科技大学,湖南,2024,包含英语,601,1905,文科
电子科技大学,湖南,2024,（互联网交叉复合型精英人才双学位培养计划）（办学地,652,2089,文科
电子科技大学,湖南,2024,（国家示范性微电子学院）（办学地点:清水河校区）,651,2194,文科
电子科技大学,湖南,2024,包含计算机科学与技术,648,2537,文科
电子科技大学,湖南,2024,电子工程类）（包含电子科学与技术,648,2537,文科
电子科技大学,湖南,2024,信息与通信）（包含通信工程,648,2537,文科
电子科技大学,湖南,2024,（智能无人机拔尖人才实验班）（办学地点:清水河校区,647,2633,文科
电子科技大学,湖南,2024,大数据与智能计算,647,2633,文科
电子科技大学,湖南,2024,电子信息与物理科学复合培养）（包含电子信息科学与技术,647,2633,文科
电子科技大学,湖南,2024,飞行器控制信息,647,2633,文科
电子科技大学,湖南,2024,新材料,647,2633,文科
电子科技大学,湖南,2024,（沙河校区）（互联网交叉培养实验班）,647,2633,文科
电子科技大学,湖南,2024,（沙河校区）（国家示范性软件学院）,646,2761,文科
电子科技大学,湖南,2024,光电集成与光网络）（包含光电信息科学与工程,646,2761,文科
电子科技大学,湖南,2024,（国家示范性微电子学院）（办学地点：清水河校区；国,642,3321,文科
电子科技大学,湖南,2024,机器人,640,3616,文科
电子科技大学,湖南,2024,电子信息与地球科学复合培养）（包含遥感科学与技术,639,3766,文科
电子科技大学,湖南,2024,沙河校区）（中外合作办学）（通信,631,5252,文科
电子科技大学,湖南,2024,（沙河校区）（中外合作办学）（电子信息）（包含电子,630,5460,文科
电子科技大学,湖南,2024,沙河校区）（中外合作办学）（海南陵水国际教育创新区）（包含通信工程,624,6853,文科
电子科技大学,湖南,2024,沙河校区）（对体检有要求,623,7093,文科
电子科技大学,浙江,2023,（“成电英才计划”拔尖创新人才实验班）,680,2095,文科
电子科技大学,浙江,2023,（智能金融与区块链金融双A联合学位实验班）,678,2523,文科
电子科技大学,浙江,2023,（互联网交叉复合型精英人才双学位培养计划）,677,2802,文科
电子科技大学,浙江,2023,-,672,3994,文科
电子科技大学,浙江,2023,（信息与通信）,667,5427,文科
电子科技大学,浙江,2023,（互联网交叉培养实验班）,667,5343,文科
电子科技大学,浙江,2023,（电子工程类）,666,5921,文科
电子科技大学,浙江,2023,（光电集成与光网络）,664,6418,文科
电子科技大学,浙江,2023,机器人,664,6577,文科
电子科技大学,浙江,2023,（管理与电子工程双学位培养）,662,7246,文科
电子科技大学,浙江,2023,（中外合作办学）（电子信息）,657,9397,文科
电子科技大学,浙江,2023,中外合作办学）（通信,656,9849,文科
电子科技大学,浙江,2023,（中外合作办学）（海南陵水国际教育创新区）,652,11738,文科
电子科技大学,北京,2023,（信息与通信）,656,2180,文科
电子科技大学,北京,2023,（电子工程类）,647,3096,文科
电子科技大学,北京,2023,-,645,3347,文科
电子科技大学,北京,2023,（互联网交叉复合型精英人才双学位培养计划）,644,3455,文科
电子科技大学,北京,2023,（管理与电子工程双学位培养）,643,3563,文科
电子科技大学,北京,2023,（中外合作办学）（电子信息）,646,3224,文科
电子科技大学,北京,2023,（国家示范性软件学院）,644,3455,文科
电子科技大学,北京,2023,（工业软件）,643,3563,文科
电子科技大学,北京,2023,中外合作办学）（通信,642,3697,文科
电子科技大学,北京,2023,（中外合作办学）（海南陵水国际教育创新区）,630,5308,文科
电子科技大学,上海,2023,信息与通信方向。含通信工程,574,3270,文科
电子科技大学,上海,2023,光电集成与光网络方向。含光电信息科学与工程,574,3270,文科
电子科技大学,上海,2023,管理与电子工程双学位培养方向。含电子信息工程,573,3404,文科
电子科技大学,广东,2023,（清水河校区）,652,3629,文科
电子科技大学,广东,2023,电子工程类,646,5092,文科
电子科技大学,广东,2023,国家示范性微电子学院办学地点:清水河校区（国家示范性微电子学院办学地点:清水河校区,647,4828,文科
电子科技大学,广东,2023,互联网交叉培养实验班（互联网交叉培养实验班,644,5620,文科
电子科技大学,广东,2023,国家示范性软件学院（国家示范性软件学院,643,5886,文科
电子科技大学,广东,2023,中外合作办学,630,10462,文科
电子科技大学,江苏,2023,行政管理,615,2229,文科
电子科技大学,江苏,2023,（含英语等4个专业）（清水河校区）,614,2329,文科
电子科技大学,江苏,2023,（本硕贯通培养《成电英才计划拔尖人才实验班）（清水,661,2577,文科
电子科技大学,江苏,2023,国家珠峰计划拔尖人才实验班本硕贯通培养,659,2949,文科
电子科技大学,江苏,2023,（含计算机科学与技术等4个专业）（清水河校区）,656,3625,文科
电子科技大学,江苏,2023,（含电子信息工程等5个专业）（清水河校区）,656,3625,文科
电子科技大学,江苏,2023,电子科学与技术,656,3625,文科
电子科技大学,江苏,2023,（清水河校区）,656,3625,文科
电子科技大学,江苏,2023,（互联网交叉培养实验班）（沙河校区学习）,655,3869,文科
电子科技大学,江苏,2023,（国家示范性微电子学院）（清水河校区）,654,4113,文科
电子科技大学,江苏,2023,（工业软件）（沙河校区学习）,654,4113,文科
电子科技大学,江苏,2023,（国家示范性软件学院）（沙河校区学习）,654,4113,文科
电子科技大学,江苏,2023,（中外合作办学）（电子信息工程）（清水河校区）,647,6253,文科
电子科技大学,江苏,2023,中外合作办学）（通信工程,647,6253,文科
电子科技大学,四川,2023,-,590,2012,文科
电子科技大学,四川,2023,公共管理与法律复合人才培养包含专业：行政管理,586,2502,文科
电子科技大学,四川,2023,包含专业：英语,583,2901,文科
电子科技大学,四川,2023,（国家珠峰计划拔尖人才实验班专业备注：本硕贯通培养,680,626,理科
电子科技大学,四川,2023,成电英才计划拔尖创新人才实验班包含专业：通信工程,676,866,理科
电子科技大学,四川,2023,智能金融与区块链金融双A联合学位实验班专业备注：本硕贯通培养,670,1389,理科
电子科技大学,四川,2023,（互联网交叉复合型精英人才双学位培养计划）,668,1610,理科
电子科技大学,四川,2023,包含专业：计算机科学与技术,667,1729,理科
电子科技大学,四川,2023,信息与通信包含专业：通信工程,665,1978,理科
电子科技大学,四川,2023,电子工程类包含专业：电子科学与技术,663,2235,理科
电子科技大学,四川,2023,光电集成与光网络包含专业：光电信息科学与工程,662,2381,理科
电子科技大学,四川,2023,-,662,2381,理科
电子科技大学,四川,2023,电子信息与物理科学复合培养包含专业：电子信息科学与技术,662,2381,理科
电子科技大学,四川,2023,机器人,661,2499,理科
电子科技大学,四川,2023,（智能无人机拔尖人才实验班）,660,2649,理科
电子科技大学,四川,2023,大数据与智能计算,659,2810,理科
电子科技大学,四川,2023,飞行器控制信息,659,2810,理科
电子科技大学,四川,2023,沙河校区,656,3351,理科
电子科技大学,四川,2023,电子信息与地球科学复合培养包含专业：遥感科学与技术,656,3351,理科
电子科技大学,四川,2023,智能仪器,656,3351,理科
电子科技大学,四川,2023,新材料,656,3351,理科
电子科技大学,四川,2023,医工交叉,656,3351,理科
电子科技大学,四川,2023,管理与电子工程双学位培养包含专业：电子信息工程,655,3522,理科
电子科技大学,四川,2023,沙河校区医学类,642,6345,理科
电子科技大学,四川,2023,中外合作,631,9518,理科
电子科技大学,四川,2023,海南校区,616,14955,理科
电子科技大学,湖北,2023,公共管理与法律复合人才培养；行政管理,596,2441,文科
电子科技大学,湖北,2023,英语,596,2441,文科
电子科技大学,湖北,2023,成电英才计划拔尖创新人才实验班；通信工程,657,2377,文科
电子科技大学,湖北,2023,（互联网交叉复合型精英人才双学位培养计划；办学地点,653,2984,文科
电子科技大学,湖北,2023,计算机科学与技术,650,3528,文科
电子科技大学,湖北,2023,信息与通信；通信工程,650,3528,文科
电子科技大学,湖北,2023,电子工程类；电子科学与技术,649,3705,文科
电子科技大学,湖北,2023,（办学地点：清水河校区）,648,3901,文科
电子科技大学,湖北,2023,（国家示范性微电子学院；办学地点：清水河校区）,646,4255,文科
电子科技大学,湖北,2023,（互联网交叉培养实验班办学地点：沙河校区）,646,4255,文科
